keen_agnesi: CPU: 212.75%, Memory: 1.045GiB / 251.5GiB
fervent_ride: CPU: 1543.27%, Memory: 9.107GiB / 251.5GiB
fervent_ride: CPU: 1548.34%, Memory: 9.107GiB / 251.5GiB
fervent_ride: CPU: 1550.45%, Memory: 9.107GiB / 251.5GiB
fervent_ride: CPU: 1579.95%, Memory: 9.107GiB / 251.5GiB
fervent_ride: CPU: 1587.92%, Memory: 9.107GiB / 251.5GiB
fervent_ride: CPU: 1561.31%, Memory: 9.107GiB / 251.5GiB
fervent_ride: CPU: 346.20%, Memory: 11.56GiB / 251.5GiB
fervent_ride: CPU: 101.01%, Memory: 152MiB / 251.5GiB
adoring_wilbur: CPU: 99.44%, Memory: 1.518GiB / 251.5GiB
adoring_wilbur: CPU: 100.18%, Memory: 4.271GiB / 251.5GiB
adoring_wilbur: CPU: 101.20%, Memory: 4.243GiB / 251.5GiB
adoring_wilbur: CPU: 99.22%, Memory: 4.223GiB / 251.5GiB
adoring_wilbur: CPU: 100.81%, Memory: 11.97GiB / 251.5GiB
adoring_wilbur: CPU: 1582.54%, Memory: 11.98GiB / 251.5GiB
adoring_wilbur: CPU: 1558.51%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1580.04%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1475.85%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1542.05%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1493.31%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1504.56%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1513.27%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1524.91%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1587.86%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1502.70%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1526.59%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1501.11%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1500.39%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1495.41%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1522.34%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1528.47%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1495.02%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1490.24%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1506.84%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1482.51%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1500.09%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1496.53%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1504.41%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1526.44%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1577.96%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1549.37%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1512.11%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1541.53%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1535.50%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1538.18%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1532.20%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1498.01%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1524.89%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1516.54%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1553.21%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1510.51%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1552.07%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1559.04%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1514.11%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1542.20%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1583.33%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1586.06%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1584.66%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1579.31%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1584.18%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1584.56%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1578.68%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1582.37%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1579.41%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1592.42%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1524.53%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1546.78%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1519.38%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1500.63%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1541.99%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1510.06%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1532.95%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1539.34%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1455.42%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1505.69%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1551.47%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1533.20%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1529.54%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1540.00%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1533.40%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1484.00%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1503.48%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1525.90%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1494.01%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1508.14%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1511.45%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1497.38%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1490.31%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1522.91%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1509.57%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1493.48%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1481.61%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1494.64%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1510.34%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1516.77%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1506.52%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1513.08%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1501.12%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1523.33%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1496.92%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1501.56%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1541.37%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1546.70%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1582.43%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1533.31%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1582.12%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1577.75%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1580.81%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1582.13%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1583.30%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1534.96%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1542.48%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1497.96%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1519.59%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1551.19%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1491.98%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1519.44%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1546.08%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1581.89%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1580.00%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1520.43%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1558.07%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1517.18%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1554.70%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1487.58%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1506.17%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1498.14%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1489.98%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1536.56%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1525.09%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1495.42%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1512.69%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1490.37%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1544.28%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1488.68%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1493.74%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1488.06%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1498.75%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1497.06%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1514.74%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1499.04%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1509.70%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1499.99%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1521.33%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1507.72%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1530.15%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1500.11%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1548.47%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1534.24%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1495.49%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1541.07%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1551.30%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1549.21%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1517.89%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1547.60%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1523.56%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1493.58%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1501.27%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1508.32%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1547.53%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1496.07%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1514.62%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1498.72%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1522.78%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1500.39%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1485.51%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1539.70%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1498.02%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1504.53%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1496.51%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1517.76%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1488.52%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1519.84%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1548.48%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1504.38%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1529.08%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1503.78%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1487.10%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1515.68%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1504.64%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1511.55%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1509.32%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1498.98%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1512.27%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1546.86%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1573.99%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1542.44%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1575.65%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1524.55%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1575.71%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1535.83%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1502.23%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1535.14%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1547.13%, Memory: 11.99GiB / 251.5GiB
adoring_wilbur: CPU: 1504.55%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1482.79%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1515.51%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1540.05%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1581.97%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1589.16%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1542.05%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1493.18%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1548.42%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1523.33%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1581.72%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1520.43%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1585.37%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1582.78%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1535.04%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1544.63%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1584.28%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1583.04%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1508.48%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1513.93%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1494.13%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1535.45%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1524.39%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1510.39%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1497.14%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1528.86%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1492.03%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1499.47%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1500.62%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1535.45%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1527.66%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1509.87%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1499.08%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1536.58%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1538.90%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1585.16%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1533.41%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1505.78%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1554.02%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1541.88%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1591.79%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1578.67%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1540.49%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1580.97%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1517.48%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1552.16%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1556.32%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1537.56%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1578.68%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1580.77%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1508.78%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1554.90%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1555.88%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1584.75%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1585.87%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1546.52%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1516.15%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1489.40%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1523.07%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1551.85%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1583.91%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1537.00%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1503.86%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1502.37%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1515.82%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1546.68%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1549.74%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1531.27%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1518.27%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1561.41%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1509.88%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1494.27%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1524.14%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1511.01%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1509.20%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1495.84%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1524.67%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1552.66%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1494.14%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1508.18%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1494.54%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1515.93%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1491.70%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1498.37%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1547.14%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1566.14%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1490.41%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1498.24%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1497.09%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1500.02%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1507.33%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1491.62%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1496.65%, Memory: 12GiB / 251.5GiB
adoring_wilbur: CPU: 1484.43%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1511.63%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1544.05%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1496.18%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1493.97%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1533.47%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1538.18%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1528.35%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1580.81%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1515.98%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1546.01%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1501.56%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1541.75%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1493.75%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1511.69%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1580.95%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1497.39%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1538.30%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1584.83%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1514.87%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1526.59%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1533.11%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1496.72%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1507.56%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1507.04%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1555.96%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1537.13%, Memory: 12.01GiB / 251.5GiB
adoring_wilbur: CPU: 1587.69%, Memory: 12.02GiB / 251.5GiB
adoring_wilbur: CPU: 1517.69%, Memory: 12.04GiB / 251.5GiB
adoring_wilbur: CPU: 1247.15%, Memory: 12.15GiB / 251.5GiB
adoring_wilbur: CPU: 759.15%, Memory: 12.55GiB / 251.5GiB
adoring_wilbur: CPU: 765.84%, Memory: 13.3GiB / 251.5GiB
adoring_wilbur: CPU: 150.70%, Memory: 14.1GiB / 251.5GiB
adoring_wilbur: CPU: 1414.27%, Memory: 14.1GiB / 251.5GiB
adoring_wilbur: CPU: 101.01%, Memory: 14.1GiB / 251.5GiB
adoring_wilbur: CPU: 1278.48%, Memory: 14.1GiB / 251.5GiB
adoring_wilbur: CPU: 100.37%, Memory: 17.09GiB / 251.5GiB
adoring_wilbur: CPU: 100.81%, Memory: 17.84GiB / 251.5GiB
adoring_wilbur: CPU: 100.63%, Memory: 17.98GiB / 251.5GiB
adoring_wilbur: CPU: 100.44%, Memory: 17.98GiB / 251.5GiB
adoring_wilbur: CPU: 1253.78%, Memory: 20.04GiB / 251.5GiB
adoring_wilbur: CPU: 1497.49%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1541.72%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1494.28%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1414.51%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1524.19%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1526.46%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1500.39%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1553.29%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1200.60%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 798.62%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1512.30%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1498.34%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1544.60%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1543.37%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1568.15%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1501.46%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1499.15%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1511.16%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1547.56%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1496.53%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1501.87%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1517.37%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1494.24%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1491.84%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1500.89%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1504.51%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1495.73%, Memory: 20.03GiB / 251.5GiB
