suspicious_austin: CPU: 102.17%, Memory: 1.225GiB / 251.5GiB
hungry_chebyshev: CPU: 1541.29%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1551.37%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1580.15%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1546.09%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1551.35%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1581.16%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1485.94%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1553.04%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1549.10%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1563.94%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1548.71%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1565.49%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1550.73%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1493.61%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 157.47%, Memory: 18GiB / 251.5GiB
hungry_chebyshev: CPU: 468.00%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1552.89%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1549.02%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1489.88%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1529.98%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1495.88%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1552.60%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1548.93%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1508.46%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1484.27%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1533.17%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1566.96%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1540.01%, Memory: 15.02GiB / 251.5GiB
hungry_chebyshev: CPU: 1570.78%, Memory: 9.044GiB / 251.5GiB
hungry_chebyshev: CPU: 1574.68%, Memory: 9.044GiB / 251.5GiB
hungry_chebyshev: CPU: 1509.71%, Memory: 9.044GiB / 251.5GiB
hungry_chebyshev: CPU: 1499.97%, Memory: 9.044GiB / 251.5GiB
hungry_chebyshev: CPU: 1492.41%, Memory: 9.044GiB / 251.5GiB
hungry_chebyshev: CPU: 1476.50%, Memory: 9.044GiB / 251.5GiB
hungry_chebyshev: CPU: 1497.46%, Memory: 9.044GiB / 251.5GiB
hungry_chebyshev: CPU: 1551.91%, Memory: 9.044GiB / 251.5GiB
hungry_chebyshev: CPU: 1563.36%, Memory: 9.044GiB / 251.5GiB
hungry_chebyshev: CPU: 1537.75%, Memory: 9.044GiB / 251.5GiB
hungry_chebyshev: CPU: 1562.93%, Memory: 9.044GiB / 251.5GiB
hungry_chebyshev: CPU: 1549.82%, Memory: 9.044GiB / 251.5GiB
hungry_chebyshev: CPU: 720.78%, Memory: 10.73GiB / 251.5GiB
hungry_chebyshev: CPU: 100.58%, Memory: 9.698GiB / 251.5GiB
pedantic_swartz: CPU: 99.56%, Memory: 1.39GiB / 251.5GiB
pedantic_swartz: CPU: 101.07%, Memory: 4.309GiB / 251.5GiB
pedantic_swartz: CPU: 100.37%, Memory: 4.463GiB / 251.5GiB
pedantic_swartz: CPU: 100.44%, Memory: 6.621GiB / 251.5GiB
pedantic_swartz: CPU: 961.22%, Memory: 8.991GiB / 251.5GiB
pedantic_swartz: CPU: 1500.34%, Memory: 8.991GiB / 251.5GiB
pedantic_swartz: CPU: 1494.13%, Memory: 8.991GiB / 251.5GiB
pedantic_swartz: CPU: 1549.38%, Memory: 8.993GiB / 251.5GiB
pedantic_swartz: CPU: 1486.17%, Memory: 8.993GiB / 251.5GiB
pedantic_swartz: CPU: 1586.73%, Memory: 8.993GiB / 251.5GiB
pedantic_swartz: CPU: 1490.32%, Memory: 8.993GiB / 251.5GiB
pedantic_swartz: CPU: 1499.67%, Memory: 8.994GiB / 251.5GiB
pedantic_swartz: CPU: 1550.27%, Memory: 8.995GiB / 251.5GiB
pedantic_swartz: CPU: 1556.08%, Memory: 8.996GiB / 251.5GiB
pedantic_swartz: CPU: 1563.11%, Memory: 8.996GiB / 251.5GiB
pedantic_swartz: CPU: 1582.31%, Memory: 8.997GiB / 251.5GiB
pedantic_swartz: CPU: 1501.02%, Memory: 8.995GiB / 251.5GiB
pedantic_swartz: CPU: 1513.67%, Memory: 8.997GiB / 251.5GiB
pedantic_swartz: CPU: 1501.23%, Memory: 8.998GiB / 251.5GiB
pedantic_swartz: CPU: 1551.18%, Memory: 8.999GiB / 251.5GiB
pedantic_swartz: CPU: 1516.12%, Memory: 9GiB / 251.5GiB
pedantic_swartz: CPU: 1559.10%, Memory: 9.001GiB / 251.5GiB
pedantic_swartz: CPU: 1513.37%, Memory: 9.001GiB / 251.5GiB
pedantic_swartz: CPU: 1551.67%, Memory: 9.002GiB / 251.5GiB
pedantic_swartz: CPU: 1527.88%, Memory: 9.003GiB / 251.5GiB
pedantic_swartz: CPU: 1542.55%, Memory: 9.004GiB / 251.5GiB
pedantic_swartz: CPU: 1517.73%, Memory: 9.005GiB / 251.5GiB
pedantic_swartz: CPU: 1484.31%, Memory: 9.005GiB / 251.5GiB
pedantic_swartz: CPU: 1485.85%, Memory: 9.006GiB / 251.5GiB
pedantic_swartz: CPU: 1560.77%, Memory: 9.007GiB / 251.5GiB
pedantic_swartz: CPU: 1557.90%, Memory: 9.008GiB / 251.5GiB
pedantic_swartz: CPU: 1579.88%, Memory: 9.011GiB / 251.5GiB
pedantic_swartz: CPU: 1551.91%, Memory: 9.016GiB / 251.5GiB
pedantic_swartz: CPU: 99.68%, Memory: 6.082GiB / 251.5GiB
pedantic_swartz: CPU: 100.69%, Memory: 9.066GiB / 251.5GiB
pedantic_swartz: CPU: 291.02%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1499.89%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1506.18%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1521.38%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1497.15%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1497.25%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1497.19%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1501.33%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1502.30%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1548.59%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1494.74%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1537.42%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1496.34%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1548.55%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1551.03%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1584.13%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1581.28%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1584.88%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1579.40%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1583.27%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1580.57%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1554.88%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1545.97%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1588.38%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1579.76%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1586.48%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1581.97%, Memory: 12GiB / 251.5GiB
pedantic_swartz: CPU: 1577.01%, Memory: 12.13GiB / 251.5GiB
pedantic_swartz: CPU: 100.52%, Memory: 14.99GiB / 251.5GiB
pedantic_swartz: CPU: 101.86%, Memory: 10.8GiB / 251.5GiB
pedantic_swartz: CPU: 829.85%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1583.18%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1509.44%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1591.94%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1582.79%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1581.29%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1581.34%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1582.03%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1582.35%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1490.70%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1533.33%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1495.60%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1550.73%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1505.64%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1399.30%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 100.54%, Memory: 18GiB / 251.5GiB
pedantic_swartz: CPU: 531.90%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1527.56%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1502.20%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1550.84%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1480.44%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1528.56%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1585.28%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1485.63%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1496.24%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1540.75%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1546.67%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1559.93%, Memory: 15.02GiB / 251.5GiB
pedantic_swartz: CPU: 1312.60%, Memory: 7.152GiB / 251.5GiB
pedantic_swartz: CPU: 1493.55%, Memory: 9.044GiB / 251.5GiB
pedantic_swartz: CPU: 1485.83%, Memory: 9.044GiB / 251.5GiB
pedantic_swartz: CPU: 1496.46%, Memory: 9.044GiB / 251.5GiB
pedantic_swartz: CPU: 1550.17%, Memory: 9.044GiB / 251.5GiB
pedantic_swartz: CPU: 1552.35%, Memory: 9.044GiB / 251.5GiB
pedantic_swartz: CPU: 1536.53%, Memory: 9.044GiB / 251.5GiB
pedantic_swartz: CPU: 1480.81%, Memory: 9.044GiB / 251.5GiB
pedantic_swartz: CPU: 1489.93%, Memory: 9.044GiB / 251.5GiB
pedantic_swartz: CPU: 1542.11%, Memory: 9.044GiB / 251.5GiB
pedantic_swartz: CPU: 1544.99%, Memory: 9.044GiB / 251.5GiB
pedantic_swartz: CPU: 1571.45%, Memory: 9.044GiB / 251.5GiB
pedantic_swartz: CPU: 1553.85%, Memory: 9.044GiB / 251.5GiB
pedantic_swartz: CPU: 848.59%, Memory: 10.6GiB / 251.5GiB
pedantic_swartz: CPU: 100.00%, Memory: 9.639GiB / 251.5GiB
epic_engelbart: CPU: 100.74%, Memory: 1.37GiB / 251.5GiB
epic_engelbart: CPU: 100.69%, Memory: 4.307GiB / 251.5GiB
epic_engelbart: CPU: 100.35%, Memory: 4.307GiB / 251.5GiB
epic_engelbart: CPU: 100.31%, Memory: 6.503GiB / 251.5GiB
epic_engelbart: CPU: 820.53%, Memory: 8.991GiB / 251.5GiB
epic_engelbart: CPU: 1543.62%, Memory: 8.992GiB / 251.5GiB
epic_engelbart: CPU: 1527.47%, Memory: 8.993GiB / 251.5GiB
epic_engelbart: CPU: 1554.44%, Memory: 8.994GiB / 251.5GiB
epic_engelbart: CPU: 1545.26%, Memory: 8.995GiB / 251.5GiB
epic_engelbart: CPU: 1536.16%, Memory: 8.995GiB / 251.5GiB
epic_engelbart: CPU: 1493.63%, Memory: 8.995GiB / 251.5GiB
epic_engelbart: CPU: 1518.42%, Memory: 8.995GiB / 251.5GiB
epic_engelbart: CPU: 1503.98%, Memory: 8.996GiB / 251.5GiB
epic_engelbart: CPU: 1537.97%, Memory: 8.997GiB / 251.5GiB
epic_engelbart: CPU: 1553.24%, Memory: 8.998GiB / 251.5GiB
epic_engelbart: CPU: 1580.86%, Memory: 8.997GiB / 251.5GiB
epic_engelbart: CPU: 1502.11%, Memory: 8.999GiB / 251.5GiB
epic_engelbart: CPU: 1552.29%, Memory: 8.999GiB / 251.5GiB
epic_engelbart: CPU: 1543.74%, Memory: 8.999GiB / 251.5GiB
epic_engelbart: CPU: 1507.18%, Memory: 9.001GiB / 251.5GiB
epic_engelbart: CPU: 1581.24%, Memory: 9GiB / 251.5GiB
epic_engelbart: CPU: 1527.05%, Memory: 9.002GiB / 251.5GiB
epic_engelbart: CPU: 1555.61%, Memory: 9.002GiB / 251.5GiB
epic_engelbart: CPU: 1510.22%, Memory: 9.003GiB / 251.5GiB
epic_engelbart: CPU: 1512.70%, Memory: 9.004GiB / 251.5GiB
epic_engelbart: CPU: 1496.35%, Memory: 9.003GiB / 251.5GiB
epic_engelbart: CPU: 1529.14%, Memory: 9.006GiB / 251.5GiB
epic_engelbart: CPU: 1516.23%, Memory: 9.007GiB / 251.5GiB
epic_engelbart: CPU: 1504.17%, Memory: 9.006GiB / 251.5GiB
epic_engelbart: CPU: 1545.49%, Memory: 9.008GiB / 251.5GiB
epic_engelbart: CPU: 1543.36%, Memory: 9.009GiB / 251.5GiB
epic_engelbart: CPU: 1562.53%, Memory: 9.011GiB / 251.5GiB
epic_engelbart: CPU: 1536.93%, Memory: 9.013GiB / 251.5GiB
epic_engelbart: CPU: 197.67%, Memory: 9.017GiB / 251.5GiB
epic_engelbart: CPU: 100.12%, Memory: 7.652GiB / 251.5GiB
epic_engelbart: CPU: 100.65%, Memory: 10.78GiB / 251.5GiB
epic_engelbart: CPU: 1529.82%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1515.66%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1495.68%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1490.92%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1491.99%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1513.88%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1503.01%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1489.14%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1583.92%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1584.80%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1592.41%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1582.19%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1585.74%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1584.60%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1585.38%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1582.78%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1515.03%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1553.35%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1586.22%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1581.86%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1513.75%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1552.73%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1493.44%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1543.90%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1522.08%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1512.50%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 1498.68%, Memory: 12GiB / 251.5GiB
epic_engelbart: CPU: 101.99%, Memory: 14.99GiB / 251.5GiB
epic_engelbart: CPU: 100.24%, Memory: 9.933GiB / 251.5GiB
epic_engelbart: CPU: 100.56%, Memory: 14.49GiB / 251.5GiB
epic_engelbart: CPU: 1502.68%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1529.08%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1557.18%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1539.74%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1496.81%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1528.88%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1554.33%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1502.46%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1533.90%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1489.54%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1538.41%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1552.34%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1554.51%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1490.71%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 764.61%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 100.82%, Memory: 18GiB / 251.5GiB
epic_engelbart: CPU: 1537.88%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1495.43%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1493.24%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1542.03%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1495.52%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1527.76%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1489.39%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1535.14%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1526.61%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1498.58%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1492.10%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1553.22%, Memory: 15.02GiB / 251.5GiB
epic_engelbart: CPU: 1524.48%, Memory: 9.044GiB / 251.5GiB
epic_engelbart: CPU: 1479.28%, Memory: 9.044GiB / 251.5GiB
epic_engelbart: CPU: 1497.12%, Memory: 9.044GiB / 251.5GiB
epic_engelbart: CPU: 1550.06%, Memory: 9.044GiB / 251.5GiB
epic_engelbart: CPU: 1481.71%, Memory: 9.044GiB / 251.5GiB
epic_engelbart: CPU: 1496.16%, Memory: 9.044GiB / 251.5GiB
epic_engelbart: CPU: 1495.65%, Memory: 9.044GiB / 251.5GiB
epic_engelbart: CPU: 1503.64%, Memory: 9.044GiB / 251.5GiB
epic_engelbart: CPU: 1518.10%, Memory: 9.044GiB / 251.5GiB
epic_engelbart: CPU: 1506.45%, Memory: 9.044GiB / 251.5GiB
epic_engelbart: CPU: 1510.80%, Memory: 9.044GiB / 251.5GiB
epic_engelbart: CPU: 1492.82%, Memory: 9.044GiB / 251.5GiB
epic_engelbart: CPU: 1514.61%, Memory: 9.044GiB / 251.5GiB
epic_engelbart: CPU: 99.37%, Memory: 15.1GiB / 251.5GiB
goofy_albattani: CPU: 100.95%, Memory: 1.238GiB / 251.5GiB
goofy_albattani: CPU: 99.62%, Memory: 4.177GiB / 251.5GiB
goofy_albattani: CPU: 101.32%, Memory: 4.212GiB / 251.5GiB
goofy_albattani: CPU: 99.87%, Memory: 6.471GiB / 251.5GiB
goofy_albattani: CPU: 765.02%, Memory: 8.991GiB / 251.5GiB
goofy_albattani: CPU: 1550.97%, Memory: 8.993GiB / 251.5GiB
goofy_albattani: CPU: 1517.37%, Memory: 8.993GiB / 251.5GiB
goofy_albattani: CPU: 1529.65%, Memory: 8.994GiB / 251.5GiB
goofy_albattani: CPU: 1583.01%, Memory: 8.995GiB / 251.5GiB
goofy_albattani: CPU: 1581.88%, Memory: 8.995GiB / 251.5GiB
goofy_albattani: CPU: 1556.75%, Memory: 8.995GiB / 251.5GiB
goofy_albattani: CPU: 1535.90%, Memory: 8.996GiB / 251.5GiB
goofy_albattani: CPU: 1580.72%, Memory: 8.997GiB / 251.5GiB
goofy_albattani: CPU: 1543.24%, Memory: 8.997GiB / 251.5GiB
goofy_albattani: CPU: 1535.67%, Memory: 8.998GiB / 251.5GiB
goofy_albattani: CPU: 1581.86%, Memory: 8.999GiB / 251.5GiB
goofy_albattani: CPU: 1528.64%, Memory: 8.999GiB / 251.5GiB
goofy_albattani: CPU: 1536.57%, Memory: 9GiB / 251.5GiB
goofy_albattani: CPU: 1500.83%, Memory: 9GiB / 251.5GiB
goofy_albattani: CPU: 1512.73%, Memory: 9GiB / 251.5GiB
goofy_albattani: CPU: 1556.55%, Memory: 9.001GiB / 251.5GiB
goofy_albattani: CPU: 1522.04%, Memory: 9.002GiB / 251.5GiB
goofy_albattani: CPU: 1527.53%, Memory: 9.003GiB / 251.5GiB
goofy_albattani: CPU: 1500.73%, Memory: 9.003GiB / 251.5GiB
goofy_albattani: CPU: 1521.09%, Memory: 9.004GiB / 251.5GiB
goofy_albattani: CPU: 1482.23%, Memory: 9.005GiB / 251.5GiB
goofy_albattani: CPU: 1503.10%, Memory: 9.005GiB / 251.5GiB
goofy_albattani: CPU: 1496.43%, Memory: 9.005GiB / 251.5GiB
goofy_albattani: CPU: 1495.79%, Memory: 9.006GiB / 251.5GiB
goofy_albattani: CPU: 1552.49%, Memory: 9.007GiB / 251.5GiB
goofy_albattani: CPU: 1492.17%, Memory: 9.008GiB / 251.5GiB
goofy_albattani: CPU: 1488.65%, Memory: 9.009GiB / 251.5GiB
goofy_albattani: CPU: 1503.42%, Memory: 9.01GiB / 251.5GiB
goofy_albattani: CPU: 1494.08%, Memory: 9.01GiB / 251.5GiB
goofy_albattani: CPU: 1528.08%, Memory: 9.011GiB / 251.5GiB
goofy_albattani: CPU: 995.80%, Memory: 9.017GiB / 251.5GiB
goofy_albattani: CPU: 100.81%, Memory: 7.017GiB / 251.5GiB
goofy_albattani: CPU: 99.93%, Memory: 10.11GiB / 251.5GiB
goofy_albattani: CPU: 1476.28%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1520.18%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1494.91%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1493.82%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1495.08%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1494.52%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1497.68%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1492.65%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1499.45%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1494.21%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1491.38%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1501.28%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1494.90%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1491.84%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1491.41%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1493.26%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1535.55%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1497.98%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1497.03%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1502.54%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1492.77%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1494.61%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1530.54%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1533.09%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1532.97%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1494.02%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1517.64%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1581.78%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1584.80%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1585.96%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1589.07%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1525.02%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1540.26%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1540.93%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1518.82%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1494.80%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1495.09%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1521.01%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1524.67%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1530.96%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1550.57%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1585.03%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 1581.77%, Memory: 12GiB / 251.5GiB
goofy_albattani: CPU: 99.28%, Memory: 14.99GiB / 251.5GiB
goofy_albattani: CPU: 100.88%, Memory: 10.69GiB / 251.5GiB
goofy_albattani: CPU: 694.96%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 1544.30%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 1545.67%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 1513.61%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 1496.68%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 1494.83%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 1511.51%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 1550.73%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 1528.56%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 1538.83%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 1500.43%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 1561.20%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 1507.61%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 1553.57%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 1578.67%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 1529.99%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 983.02%, Memory: 15.02GiB / 251.5GiB
goofy_albattani: CPU: 100.82%, Memory: 18GiB / 251.5GiB
