jovial_villani: CPU: 159.52%, Memory: 1.496GiB / 251.5GiB
sad_burnell: CPU: 1472.18%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1463.29%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1536.92%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1519.58%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1362.91%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1182.67%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1503.30%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1285.35%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1534.72%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1451.72%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1477.46%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1348.55%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1514.97%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1485.14%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1551.14%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1529.90%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1476.19%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1514.66%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1536.80%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1452.84%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1568.44%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1501.27%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1503.45%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1420.58%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1492.33%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1510.38%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1497.84%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1478.57%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1476.73%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1519.70%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1497.89%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1497.29%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1458.55%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1468.50%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1504.73%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1479.84%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1549.47%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1526.87%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1391.03%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1451.17%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1522.60%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1459.47%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1519.26%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1574.39%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1458.09%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1469.20%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1386.18%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1556.23%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1501.02%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1465.45%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1479.02%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1352.45%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1492.60%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1396.55%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1483.29%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1479.32%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1427.24%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1417.78%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1466.81%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1475.47%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1449.72%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1436.59%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1471.64%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1426.14%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1489.82%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1457.89%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1528.19%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1363.61%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1492.35%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1513.79%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1514.26%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1483.93%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1456.93%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1452.97%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1584.73%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1505.63%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1424.57%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1419.04%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1402.15%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1522.64%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1329.21%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1408.36%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1396.99%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1437.53%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1462.59%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1465.83%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1446.16%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1542.81%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1493.92%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1481.33%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1489.46%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1521.27%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1508.67%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1488.00%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1480.54%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1518.98%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1472.04%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1429.93%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1548.58%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1515.48%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1419.97%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1234.21%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1563.43%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1535.06%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1298.49%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1445.94%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1565.13%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1553.63%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1490.27%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1502.34%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1493.00%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1509.11%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1485.66%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1352.71%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1501.81%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1465.09%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1469.49%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1485.52%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1582.33%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1570.84%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1528.49%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1542.19%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1469.83%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1465.42%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1439.93%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1445.42%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1441.24%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1474.37%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1536.24%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1441.95%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1517.80%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1456.46%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1490.89%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1478.54%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1490.46%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1476.49%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1464.59%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1472.22%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1445.42%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1534.88%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1503.75%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 1471.36%, Memory: 1.497GiB / 251.5GiB
sad_burnell: CPU: 921.41%, Memory: 2.282GiB / 251.5GiB
sad_burnell: CPU: 1583.57%, Memory: 2.281GiB / 251.5GiB
amazing_lewin: CPU: 159.55%, Memory: 1.495GiB / 251.5GiB
amazing_lewin: CPU: 99.78%, Memory: 1.495GiB / 251.5GiB
amazing_lewin: CPU: 100.83%, Memory: 1.495GiB / 251.5GiB
amazing_lewin: CPU: 100.33%, Memory: 1.495GiB / 251.5GiB
amazing_lewin: CPU: 100.94%, Memory: 1.495GiB / 251.5GiB
amazing_lewin: CPU: 99.21%, Memory: 1.495GiB / 251.5GiB
amazing_lewin: CPU: 610.88%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1491.08%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1563.85%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1502.70%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1477.26%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1515.07%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1523.12%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1449.74%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1477.47%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1581.12%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1514.26%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1535.90%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1514.02%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1505.02%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1514.28%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1488.20%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1488.58%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1589.03%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1538.58%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1308.69%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1533.50%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1586.80%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1511.37%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1442.29%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1544.87%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1451.86%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1582.30%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1475.20%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1513.95%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1465.29%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1503.47%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1356.51%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1442.39%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1513.25%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1487.92%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1487.91%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1516.24%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1490.03%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1587.28%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1452.48%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1471.30%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1455.20%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1521.55%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1452.44%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1485.21%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1478.22%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1489.14%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1472.17%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1489.62%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1535.33%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1482.20%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1508.74%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1405.46%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1428.78%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1506.78%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1472.37%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1511.93%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1514.49%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1512.89%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1325.20%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1381.30%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1411.82%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1463.91%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1336.06%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1533.93%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1200.92%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1499.17%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1450.53%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1474.22%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1473.99%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1509.59%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1427.49%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1467.48%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1462.04%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1416.25%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1579.86%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1533.56%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1499.88%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1392.49%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1534.90%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1350.21%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1510.63%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1518.28%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1534.64%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1520.97%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1443.83%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1456.48%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1418.38%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1488.23%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1459.04%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1478.70%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1470.73%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1436.96%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1380.18%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1500.50%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1463.44%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1462.36%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1444.63%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1487.09%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1495.24%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1440.21%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1497.27%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1504.02%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1514.55%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1477.42%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1206.42%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1496.26%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1253.26%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1446.88%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1433.32%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1530.25%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1483.11%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1452.36%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1448.61%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1484.43%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1383.27%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1503.57%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1459.49%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1509.74%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1528.08%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1452.80%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1458.22%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1408.01%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1439.94%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1518.65%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1530.97%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1517.24%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1304.75%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1542.42%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1526.03%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1426.85%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1358.96%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1480.04%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1463.68%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1500.79%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1490.61%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1482.05%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1466.06%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1413.99%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1424.83%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1444.61%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1396.26%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1351.22%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1428.73%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1482.56%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1408.20%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1451.35%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1508.02%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1455.66%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1440.40%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1535.41%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1494.24%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1482.88%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1395.19%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1415.21%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1419.60%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1486.93%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1490.47%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1463.29%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1351.06%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1464.59%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1486.65%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1483.28%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1471.04%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1456.23%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1454.53%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1504.41%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1442.12%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1423.21%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1440.12%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1480.71%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1465.23%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1465.43%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1447.43%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1429.08%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1523.45%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1478.86%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1461.28%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1453.81%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1481.47%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1470.06%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1526.67%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1486.62%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1473.49%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1523.18%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1515.61%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1450.24%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1491.97%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1410.33%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1453.16%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1434.16%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1456.63%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1500.57%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1413.50%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1410.68%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1439.85%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1427.55%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1501.68%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1436.21%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1482.34%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1478.58%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1423.53%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1437.81%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1511.82%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1515.80%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1438.31%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1432.54%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1433.87%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1441.22%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1452.44%, Memory: 1.497GiB / 251.5GiB
amazing_lewin: CPU: 1467.60%, Memory: 1.497GiB / 251.5GiB
